,user,txt,dt,user_location
918,1NadineSmith,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:44:48 +0000 2018,Florida
919,TeleneinFla,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:38:22 +0000 2018,"Lake Worth, FL"
920,Bud_B_Fire,"Person drunk out of their mind:"" Marijuana is the devils drug.""
Me:""Debra, you're drunk &amp; you live in a cardboard b… https://t.co/ZFcMvR6gaT",Thu Jul 26 04:36:19 +0000 2018,"Minnesota, USA"
921,YetiBlue2,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:34:54 +0000 2018,#TheResistance 
922,NatefromUSA,RT @PhilAmmann: Philip Levine calls on Pam Bondi to delay marijuana prosecutions https://t.co/oJuyP2oT0Y via @Fla_Pol #FlaPol https://t.co/…,Thu Jul 26 04:31:06 +0000 2018,"TeabaggerLand, AKA: #SWFL"
923,SheltonHull,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 04:23:47 +0000 2018,"Jacksonville, Florida"
924,JaheumJ,RT @oxchinadollxo: rollin marijuana that’s a cheap vacation,Thu Jul 26 04:21:32 +0000 2018,
925,bearcatwolf,"RT @sinewaves: Marijuana Contains 'Alien DNA' From Outside Of Our Solar System, NASA Confirms https://t.co/DeIhctNwm6",Thu Jul 26 04:16:29 +0000 2018,"Los Angeles, CA"
926,Shh_ReezyTweetn,RT @oxchinadollxo: rollin marijuana that’s a cheap vacation,Thu Jul 26 04:02:51 +0000 2018,"Georgia, USA"
927,oxchinadollxo,rollin marijuana that’s a cheap vacation,Thu Jul 26 03:58:07 +0000 2018,the jungle
928,DamasHerve,@MayorLevine @Papa_Keith @1035TheBEAT Thanks for showing the importance of our demographic by appearing on the show… https://t.co/exiIYX6dOt,Thu Jul 26 03:48:48 +0000 2018,"Miami Beach, FL"
929,MikeUmmzz,"Holy cow. Boy's State was a privilege! @VFWHQ 

...if a bunch of teenage boys can learn how to create, discuss, vot… https://t.co/Ubg5zc3i1H",Thu Jul 26 03:39:05 +0000 2018,"Tampa, FL"
930,ShadowCooperX1,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 03:38:31 +0000 2018,
931,JeanieBethuy1,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 03:37:23 +0000 2018,"Cape Coral, FL"
932,connorsdale1,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 03:33:33 +0000 2018,"Jacksonville, fl"
933,momakeen,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 03:31:41 +0000 2018,"Sarasota, FL"
934,taylorcolefh,"Legalizing Drugs Would Boost US Budgets By $100 Billion, Harvard Researcher Concludes | Marijuana Moment https://t.co/pfBzWjFOBy",Thu Jul 26 03:16:43 +0000 2018,"Fort Myers, Florida"
935,melodylamour,RT @MayorLevine: There are times when doing the right thing may not be easy but it’s morally clear. We’ve come to one of those moments. If…,Thu Jul 26 03:11:35 +0000 2018,"Florida, USA"
936,melodylamour,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Thu Jul 26 03:10:54 +0000 2018,"Florida, USA"
937,melodylamour,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 03:10:40 +0000 2018,"Florida, USA"
938,sinewaves,"Marijuana Contains 'Alien DNA' From Outside Of Our Solar System, NASA Confirms https://t.co/DeIhctNwm6",Thu Jul 26 03:06:01 +0000 2018,Rockledge
939,Giancarlo_504,RT @melaniesoris: Lost in a cloud of marijuana,Thu Jul 26 02:59:11 +0000 2018,"Miami, Fl"
940,sharirawsomeliv,"FRI. JUL 27 - POST-TRAUMATIC STRESS DISORDER LUNCH AND LEARN
12:00 noon - 1:00 p.m. Medical Marijuana Treatment Cli… https://t.co/eCZFQtWp2v",Thu Jul 26 02:45:39 +0000 2018,"Riverview, FL"
941,ireneand4js,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:44:06 +0000 2018,Jacksonville
942,EliteXtreme,A very interesting study and moving into more clinical trials on humans. The CBD's are proven in specific areas and… https://t.co/wUe4Hzd6Gx,Thu Jul 26 02:37:17 +0000 2018,Miami Beach / Palm Beach
943,EliteXtreme,A very interesting study and moving into more clinical trials on humans. The CBD's are proven in specific areas and… https://t.co/1HXg7i6CNn,Thu Jul 26 02:34:53 +0000 2018,Miami Beach / Palm Beach
944,GrondaMorin,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:33:44 +0000 2018,Florida
945,GGmiddle,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:32:58 +0000 2018,Pensacola
946,MikeHersh,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:30:51 +0000 2018,Maryland--DC Area
947,bronwenSings,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:28:57 +0000 2018,"Florida, USA"
948,brianmsc,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:27:51 +0000 2018,"Orlando, Florida"
949,ryleeeperry,"can u believe that it’s 2018 and marijuana, a plant that grows from earth,,,, is illegal... an actual flower... the boomers gotta go quick",Thu Jul 26 02:24:04 +0000 2018,"Florida, USA"
950,DrugTestNews,"Armed scarecrow no match for police in marijuana bust, cops say https://t.co/prfhVU8byL",Thu Jul 26 02:16:29 +0000 2018,"Boca Raton, FL"
951,MarvWaitforit,"RT @MPRnews: As governor, DFL-endorsed candidate Erin Murphy said she would support moving the state to a single payer healthcare system, l…",Thu Jul 26 02:15:45 +0000 2018,desolation row
952,OrozcoBallestas,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:15:28 +0000 2018,Miami Beach
953,MayorLevine,"This year, we can move in the right direction. Let’s #VoteYESon4 and restore voting rights and elect leaders who wi… https://t.co/8X0sRuf8EJ",Thu Jul 26 02:01:28 +0000 2018,Miami Beach
954,Hillaryh4444Hos,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 02:00:09 +0000 2018,
955,javonmars1,RT @TheJoshRoberts: Donald trump is going to legalize marijuana,Thu Jul 26 01:59:23 +0000 2018,Deland fl
956,FloridaLady48,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:57:35 +0000 2018,
957,PollyThomsonStr,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:57:20 +0000 2018,"Jacksonville, FL"
958,MichaelBraga2,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:50:28 +0000 2018,Florida
959,patfoster698,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:50:05 +0000 2018,Florida
960,JGray1127,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:49:56 +0000 2018,
961,daviddaviesfl,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:36:21 +0000 2018,"Florida, USA"
962,daviddaviesfl,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Thu Jul 26 01:35:56 +0000 2018,"Florida, USA"
963,ItsMeJanmarco,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:33:45 +0000 2018,"Miami, FL"
964,STRONGFITMAFIA,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:27:53 +0000 2018,WI-FL
965,izatrini,Public meetings on decriminalising marijuana... https://t.co/tT2xjm8jlj https://t.co/Hc0RHRZG4m,Thu Jul 26 01:18:07 +0000 2018,"Miami, FL"
966,DrugTestNews,New Jersey halts marijuana prosecutions until at least September https://t.co/ka9bH0ET9G,Thu Jul 26 01:16:32 +0000 2018,"Boca Raton, FL"
967,Ab3Fr0man,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 01:04:07 +0000 2018,Traveling on this blue marble
968,MarvinJetsfoo,My plug told me I was gonna wait 40 minutes before he could get to me and I got blunt left right so I’m like okay l… https://t.co/ud6ZUk62tx,Thu Jul 26 01:02:23 +0000 2018,Miami 
969,gregkennedy1016,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:58:28 +0000 2018,Birmingham AL
970,DrewDinkmeyer,"things i have learned about in this series so far

cricket
korean pop music
designer dna
marijuana

it's awesome an… https://t.co/7Y4KIohf11",Thu Jul 26 00:53:39 +0000 2018,"Fort Lauderdale, FL"
971,kaylabyadvent,#ConvinceSomeoneToVoteIn4Words Make Marijuana Federally Legal!!!!!,Thu Jul 26 00:51:51 +0000 2018,Earth
972,BaconzBitz1,Two studies found that states with medical marijuana saw 2.21 million fewer daily doses of opioids prescribed per y… https://t.co/sjkDNeIGcv,Thu Jul 26 00:45:50 +0000 2018,"Pennsylvania, USA"
973,BozgoStrong,RT @tampa1_: @realDonaldTrump Legalize marijuana please sir,Thu Jul 26 00:45:16 +0000 2018,
974,tampa1_,@realDonaldTrump Legalize marijuana please sir,Thu Jul 26 00:38:00 +0000 2018,"Tampa, FL"
975,tampa1_,@realDonaldTrump @JunckerEU Legalize marijuana please sir,Thu Jul 26 00:36:42 +0000 2018,"Tampa, FL"
976,tampa1_,@realDonaldTrump Legalize marijuana please sir,Thu Jul 26 00:35:38 +0000 2018,"Tampa, FL"
977,PatriciaBallar1,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:35:33 +0000 2018,Florida
978,DonnieDivo,I knew that weed came straight from the gods.... https://t.co/XMugyAhCTO,Thu Jul 26 00:33:36 +0000 2018,New York/Miami 
979,Ehbg22,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:32:40 +0000 2018,"Southeastern, USA"
980,SlingerFL55,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:31:53 +0000 2018,"Florida, USA"
981,jedi_kathy,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:20:44 +0000 2018,Florida USA
982,DEREK_BOURNON,"Marijuana Contains 'Alien DNA' From Outside Of Our Solar System, NASA Confirms https://t.co/OFjyeMrXeH",Thu Jul 26 00:20:31 +0000 2018,brandon
983,narnbug,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:20:29 +0000 2018,"Florida, USA"
984,MarlinsCub,@GwenGraham  what is your standing on legalizing recreational marijuana in Florida?? The right answer will earn my vote!!,Thu Jul 26 00:13:29 +0000 2018,"Fort Lauderdale, FL"
985,BCCHCNJ,RT @LNseven5: Alcohol is linked to violence and homicides. What about marijuana? Were THC levels of persons involved in homicides investiga…,Thu Jul 26 00:11:58 +0000 2018,"Lumberton, NJ"
986,firstlastsecond,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Thu Jul 26 00:10:50 +0000 2018,"Florida, USA"
987,Marciajos,RT @izatrini: Public meetings on decriminalising marijuana... https://t.co/l2v6UrHAxK https://t.co/M2464NJaJp,Thu Jul 26 00:10:17 +0000 2018,Trinidad
988,LNseven5,Alcohol is linked to violence and homicides. What about marijuana? Were THC levels of persons involved in homicides… https://t.co/TetZuARKu5,Thu Jul 26 00:06:28 +0000 2018,Tampa
989,Adondriel,"@800money @marisac721 @MichaelAvenatti @WSJ My solution was marijuana, until I had to move back home with my parents after college.",Thu Jul 26 00:01:03 +0000 2018,"Pennsylvania, USA"
990,wigglescool,definitely free all non violent Marijuana users now https://t.co/Iu8zrgyVKJ,Wed Jul 25 23:58:21 +0000 2018,"Melbourne, FL"
991,215Today,New Jersey Pauses Prosecutions In All Marijuana Cases Until September https://t.co/vkJ0pUeNzZ https://t.co/kFObJZhxmr,Wed Jul 25 23:52:38 +0000 2018,"Pennsylvania, USA"
992,stevEfroMtpa,RT @MayorLevine: There are times when doing the right thing may not be easy but it’s morally clear. We’ve come to one of those moments. If…,Wed Jul 25 23:46:26 +0000 2018,"Tampa, FL"
993,stevEfroMtpa,"RT @MayorLevine: That is why I’ve put forward a careful, forward-thinking plan to legalize marijuana in our state as Governor. In Miami Bea…",Wed Jul 25 23:46:08 +0000 2018,"Tampa, FL"
994,stevEfroMtpa,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Wed Jul 25 23:45:56 +0000 2018,"Tampa, FL"
995,ZNSBahamas242,Min. of Health The Hon. Dr. Duane Sands weighs in on the Medicinal Marijuana topic.  https://t.co/jfbEcwyD0k via @YouTube,Wed Jul 25 23:42:42 +0000 2018,"Nassau, Bahamas"
996,MadzAboutYou,BUT too much Marijuana use is a thing. Have some chill,Wed Jul 25 23:34:52 +0000 2018,saltwater
997,MadzAboutYou,I’m really mad at drugs. So much talent and beautiful hearts sucked into the shitty hole of addiction. Fuuuuck. Drugs. ‘Cept Marijuana,Wed Jul 25 23:34:17 +0000 2018,saltwater
998,BagatorBryant,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Wed Jul 25 23:21:24 +0000 2018,
999,CherylBatchelo3,"RT @MayorLevine: For too long, our state has prosecuted small marijuana possession and ruined the lives of far too many Floridians.

We mus…",Wed Jul 25 23:20:08 +0000 2018,
